,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,Aaron Gordon,DEN,75,46,29,31.7,15.0,42.3,27.5,2.0,2.77,1.89,0.355,1.7,2.1,5.1,0.653,0.66,1.075
1,Aaron Henry,PHI,6,6,0,2.8,0.3,2.8,1.8,0.1,1.96,1.0,0.118,0.3,0.0,0.2,1.0,0.0,0.0
2,Aaron Holiday,PHX,63,34,29,16.2,6.3,31.4,12.2,2.4,4.63,4.32,0.202,0.2,0.0,0.4,0.583,0.0,0.652
3,Aaron Nesmith,BOS,52,32,20,11.0,3.8,15.4,8.2,0.5,1.88,0.99,0.244,0.2,0.0,0.3,0.625,0.0,1.0
4,Aaron Wiggins,OKC,50,13,37,24.2,8.3,25.1,17.5,0.9,2.12,1.47,0.332,0.3,0.0,1.6,0.824,1.5,1.0
5,Abdel Nader,PHX,14,11,3,10.4,2.4,9.9,5.8,0.3,1.86,1.14,0.246,0.1,0.0,0.5,0.0,0.0,0.857
6,Ade Murkey,SAC,1,0,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Admiral Schofield,ORL,38,10,28,12.3,3.8,19.4,8.9,0.5,1.59,0.63,0.198,0.2,0.1,0.8,0.667,0.0,0.516
8,Ahmad Caver,IND,1,0,1,0.9,2.0,2.0,0.0,0.2,5.18,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Al Horford,BOS,68,46,22,29.0,10.2,49.4,29.4,1.4,1.73,0.64,0.207,2.2,1.9,3.9,0.318,0.55,0.791
10,Alec Burks,NYK,80,36,44,28.5,11.8,56.1,26.0,3.5,3.74,3.06,0.21,0.4,0.1,0.5,0.333,0.8,0.487
11,Aleem Ford,ORL,5,2,3,14.7,2.8,18.4,9.4,0.4,1.44,0.6,0.152,0.0,0.0,0.2,0.0,0.0,2.0
12,Aleksej Pokusevski,OKC,61,19,42,20.2,7.6,38.0,21.1,1.4,2.23,1.41,0.2,0.6,0.0,1.8,0.632,0.667,0.847
13,Alex Caruso,CHI,41,24,17,28.0,7.4,50.5,20.3,2.8,3.3,2.67,0.147,0.8,0.0,1.4,0.353,0.0,0.797
14,Alex Len,SAC,39,17,22,15.9,6.0,24.2,15.3,0.6,1.47,0.48,0.249,2.7,0.4,4.8,0.589,0.176,0.844
15,Alfonzo McKinnie,CHI,17,8,9,12.1,3.5,13.6,7.6,0.4,1.6,0.74,0.255,0.2,0.0,1.1,0.0,0.0,0.842
16,Alize Johnson,NOP,23,14,9,7.3,1.8,10.7,5.6,0.4,2.07,0.87,0.166,0.6,0.0,1.7,0.286,0.0,0.725
17,Alperen Sengun,HOU,72,18,54,20.7,9.6,37.7,26.2,1.5,2.36,1.03,0.255,2.2,2.9,4.1,0.578,0.58,0.801
18,Amir Coffey,LAC,68,33,35,22.7,9.0,29.1,17.9,1.3,2.75,1.66,0.308,0.1,0.0,0.4,0.5,0.0,0.8
19,Andre Drummond,BKN,73,42,31,19.7,7.9,29.2,18.8,0.8,1.75,0.67,0.273,2.1,1.1,6.6,0.342,0.563,0.877
20,Andre Iguodala,GSW,30,20,10,19.4,4.0,37.1,19.7,1.8,2.89,1.74,0.107,0.9,0.4,2.1,0.222,0.182,0.371
21,Andrew Wiggins,GSW,72,47,25,31.9,17.2,46.9,30.9,2.3,2.96,2.15,0.366,0.6,1.7,2.7,0.93,0.52,0.908
22,Anfernee Simons,POR,57,25,32,29.5,17.3,61.3,25.3,5.3,5.2,4.62,0.283,0.3,0.0,0.4,0.556,0.0,0.476
23,Anthony Davis,LAL,40,17,23,35.1,23.2,68.8,43.3,2.6,2.3,0.99,0.337,5.8,6.3,10.0,0.509,0.548,1.01
24,Anthony Edwards,MIN,72,39,33,34.2,21.3,61.5,31.2,4.3,4.15,3.6,0.346,0.9,0.2,1.2,0.645,0.125,0.685
25,Anthony Gill,WAS,44,15,29,10.5,4.1,11.9,8.4,0.3,1.73,0.7,0.344,0.6,0.1,1.5,0.84,0.8,0.969
26,Anthony Lamb,HOU,2,0,2,3.8,0.0,8.5,3.0,0.3,2.37,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Armoni Brooks,TOR,54,20,34,15.6,5.3,23.2,15.1,0.9,2.32,1.56,0.23,0.1,0.0,0.3,0.0,0.0,0.688
28,Arnoldas Kulboka,CHA,2,2,0,2.6,0.0,1.5,1.0,0.0,0.89,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Austin Reaves,LAL,61,28,33,23.2,7.3,32.1,16.8,1.4,2.53,1.75,0.227,0.5,0.0,1.2,0.452,2.0,0.703
30,Austin Rivers,DEN,67,41,26,22.1,6.0,25.3,17.3,1.2,2.74,1.79,0.237,0.3,0.0,0.3,0.444,0.0,0.522
31,Avery Bradley,LAL,62,27,35,22.7,6.4,22.8,14.6,0.6,1.63,1.02,0.279,0.3,0.0,1.4,0.526,0.0,0.69
32,Ayo Dosunmu,CHI,77,42,35,27.4,8.8,41.4,17.9,2.5,3.67,3.29,0.213,0.4,0.0,0.5,0.613,0.0,1.216
33,BJ Johnson,ORL,4,2,2,16.1,6.5,18.0,10.0,0.6,2.01,1.0,0.361,0.5,0.0,1.8,1.0,0.0,0.286
34,Bam Adebayo,MIA,56,36,20,32.6,19.1,65.0,38.3,2.9,2.65,1.44,0.293,5.1,3.7,7.7,0.535,0.527,0.926
35,Ben McLemore,POR,64,20,44,20.1,10.2,27.3,19.0,0.8,1.77,0.93,0.376,0.5,0.0,0.6,0.719,0.0,1.054
36,Bismack Biyombo,PHX,35,29,6,14.1,6.0,21.0,11.1,0.6,1.59,0.38,0.286,2.4,0.5,5.3,0.659,0.947,0.816
37,Blake Griffin,BKN,56,29,27,17.1,6.4,30.4,17.7,1.0,1.91,0.87,0.211,2.0,0.9,2.7,0.438,0.531,0.868
38,Boban Marjanovic,DAL,23,15,8,5.6,4.3,9.0,5.7,0.3,1.9,0.63,0.476,0.7,2.4,2.6,0.875,0.857,0.933
39,Bobby Portis,MIL,72,46,26,28.2,14.6,44.3,22.1,1.1,1.54,0.57,0.33,1.3,1.7,4.5,0.638,0.602,0.853
40,Bogdan Bogdanovic,ATL,63,33,30,29.3,15.1,43.0,26.7,2.0,2.85,1.99,0.351,0.4,0.2,0.5,0.741,0.583,0.774
41,Bojan Bogdanovic,UTA,69,45,24,30.9,18.1,40.7,28.1,1.5,2.18,1.41,0.444,0.5,1.5,1.5,1.088,0.713,1.058
42,Bol Bol,ORL,14,5,9,5.8,2.4,7.6,5.0,0.2,1.7,0.89,0.308,0.2,0.2,0.8,1.333,0.667,1.273
43,Bones Hyland,DEN,69,41,28,19.0,10.1,43.4,19.0,2.8,3.81,3.15,0.233,0.4,0.0,0.4,1.129,0.0,0.92
44,Brad Wanamaker,WAS,23,10,13,13.9,3.6,30.8,13.0,2.2,4.36,4.08,0.117,0.3,0.0,0.5,0.571,0.0,0.5
45,Bradley Beal,WAS,40,17,23,36.0,23.2,74.7,43.1,5.5,4.43,3.86,0.311,1.4,0.4,1.5,0.75,0.533,0.984
46,Brandon Boston Jr.,LAC,50,26,24,14.8,6.7,21.7,11.7,1.0,2.75,2.2,0.307,0.2,0.0,0.6,0.889,0.0,1.179
47,Brandon Clarke,MEM,63,43,20,19.4,10.4,26.0,16.2,0.7,1.5,0.68,0.4,2.9,0.2,5.4,0.697,0.6,1.088
48,Brandon Goodwin,CLE,36,19,17,13.9,4.8,34.7,12.6,2.9,5.08,4.61,0.137,0.2,0.0,0.4,0.0,0.0,0.563
49,Brandon Ingram,NOP,54,28,26,34.0,22.5,64.4,41.3,4.2,3.95,2.87,0.349,1.9,1.4,1.2,0.689,0.568,0.894
50,Brandon Knight,DAL,5,2,3,12.9,6.4,28.0,12.8,2.2,4.62,4.73,0.229,0.0,0.0,0.2,0.0,0.0,2.0
51,Brandon Williams,POR,24,2,22,26.7,12.9,59.8,25.8,4.6,4.57,4.31,0.215,0.5,0.0,0.5,0.538,0.0,0.583
52,Braxton Key,DET,11,5,6,17.9,7.2,31.5,16.6,0.9,1.65,0.86,0.228,0.6,0.2,2.5,0.857,1.0,0.926
53,Brodric Thomas,BOS,12,8,4,5.0,1.8,7.6,3.3,0.5,4.04,3.74,0.231,0.2,0.0,0.3,0.0,0.0,0.5
54,Brook Lopez,MIL,13,10,3,23.0,12.4,24.4,17.8,0.6,1.49,0.39,0.508,1.8,1.5,4.6,0.565,0.474,1.017
55,Bruce Brown,BKN,72,37,35,24.6,9.0,37.3,17.4,1.5,2.42,1.63,0.241,1.9,0.0,3.7,0.583,1.333,0.708
56,Bruno Fernando,HOU,30,15,15,5.1,2.9,9.1,4.9,0.2,1.57,0.57,0.321,0.7,0.3,1.6,0.7,0.9,1.063
57,Bryn Forbes,DEN,75,36,39,17.1,8.8,22.5,17.5,0.8,2.08,1.42,0.393,0.2,0.0,0.1,0.667,0.0,0.818
58,Buddy Hield,IND,80,25,55,30.9,15.5,54.2,32.2,2.3,2.54,1.87,0.286,0.3,0.0,0.8,0.64,0.0,0.697
59,CJ Elleby,POR,58,17,41,20.2,5.8,24.4,14.1,1.0,2.35,1.53,0.239,0.4,0.0,1.7,0.652,0.0,0.74
60,CJ McCollum,NOP,62,28,34,34.6,22.1,66.8,33.9,5.0,4.48,3.92,0.331,0.8,0.0,0.9,0.49,2.0,0.6
61,CJ Miles,BOS,1,1,0,2.0,0.0,1.0,1.0,0.0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Cade Cunningham,DET,63,20,43,32.6,17.5,77.0,30.5,5.8,4.54,3.9,0.227,0.7,0.3,1.2,0.61,0.4,0.6
63,Caleb Martin,MIA,60,37,23,22.9,9.2,26.6,16.2,1.0,2.22,1.28,0.345,0.8,0.0,2.3,0.604,0.0,0.629
64,Cam Reddish,NYK,49,20,29,20.7,10.1,23.2,16.8,1.0,2.52,1.62,0.436,0.5,0.0,0.7,0.462,0.0,0.875
65,Cam Thomas,BKN,67,32,35,17.6,8.5,25.2,12.1,1.5,3.49,2.85,0.338,0.2,0.0,0.3,0.833,0.0,0.941
66,Cameron Johnson,PHX,65,49,16,26.1,12.3,33.3,20.0,0.9,1.71,1.01,0.368,0.7,0.0,0.9,0.682,0.0,0.918
67,Cameron McGriff,POR,3,0,3,15.3,4.7,18.3,9.7,0.6,2.13,1.33,0.255,0.0,0.0,1.3,0.0,0.0,1.25
68,Cameron Oliver,ATL,2,1,1,21.6,11.5,30.5,14.0,0.7,1.32,0.31,0.377,2.5,0.5,4.5,1.2,0.0,1.222
69,Cameron Payne,PHX,57,45,12,22.1,10.8,52.0,17.8,4.6,5.28,4.47,0.208,0.2,0.0,0.4,0.538,0.0,0.667
70,Caris LeVert,CLE,58,23,35,30.7,17.0,62.8,35.2,4.3,4.07,3.63,0.271,0.7,0.2,1.3,0.667,0.636,0.74
71,Carlik Jones,DEN,5,3,2,4.7,0.8,8.4,3.4,0.7,5.22,4.72,0.095,0.0,0.0,0.2,0.0,0.0,0.0
72,Carmelo Anthony,LAL,69,27,42,26.0,13.3,34.0,22.6,1.1,1.89,0.68,0.392,0.7,2.6,1.6,0.36,0.699,1.062
73,Carsen Edwards,DET,4,1,3,19.8,5.8,39.0,16.8,2.6,3.97,3.74,0.147,0.0,0.0,0.3,0.0,0.0,0.0
74,Cassius Stanley,DET,9,3,6,17.2,5.8,18.9,11.2,0.7,2.22,1.59,0.306,0.4,0.0,1.2,0.5,0.0,0.727
75,Cassius Winston,WAS,7,1,6,5.6,2.0,13.3,5.3,0.9,4.11,3.71,0.151,0.0,0.0,0.1,0.0,0.0,0.0
76,Cat Barber,ATL,3,0,3,4.3,0.0,10.0,3.3,0.8,4.98,4.64,0.0,0.0,0.0,0.7,0.0,0.0,0.0
77,Cedi Osman,CLE,66,37,29,22.1,10.7,35.6,26.0,1.5,2.55,1.65,0.302,0.6,0.0,0.9,0.769,1.0,0.965
78,Chandler Hutchison,PHX,6,4,2,3.7,0.7,4.5,2.2,0.2,2.26,1.41,0.148,0.0,0.0,0.3,0.0,0.0,1.0
79,Charles Bassey,PHI,23,11,12,7.3,3.0,10.8,6.1,0.3,1.57,0.61,0.278,0.7,0.2,1.9,0.667,0.5,1.091
80,Charlie Brown Jr.,PHI,22,16,6,8.1,1.4,7.5,4.0,0.2,1.54,0.67,0.183,0.2,0.0,1.1,0.5,0.0,0.375
81,Chaundee Brown Jr.,ATL,5,1,4,20.7,6.2,23.0,10.2,0.7,1.79,0.93,0.27,0.2,0.0,0.2,2.0,0.0,0.0
82,Cheick Diallo,DET,3,0,3,10.2,3.7,18.7,8.0,0.6,2.09,0.77,0.196,1.7,0.3,2.3,0.0,2.0,0.857
83,Chimezie Metu,SAC,59,22,37,21.6,9.0,33.6,18.2,1.0,1.78,0.74,0.268,0.6,0.6,2.1,0.303,0.722,1.081
84,Chris Boucher,TOR,80,48,32,21.1,9.4,26.4,15.0,0.7,1.58,0.48,0.357,0.8,0.1,4.7,0.968,0.273,0.96
85,Chris Chiozza,GSW,33,21,12,11.2,2.0,25.8,11.3,1.7,3.93,3.32,0.079,0.2,0.0,0.1,0.0,0.0,0.0
86,Chris Duarte,IND,55,21,34,28.0,13.1,49.3,29.4,2.3,2.76,2.12,0.265,0.6,0.0,1.0,0.686,0.0,0.821
87,Chris Paul,PHX,64,52,12,32.9,14.8,75.0,23.6,7.4,5.88,5.21,0.197,0.3,0.2,0.3,0.375,0.727,0.125
88,Chris Silva,MIA,10,7,3,9.1,2.6,14.5,6.3,0.4,1.63,0.37,0.179,0.9,0.4,2.4,1.222,0.5,0.792
89,Christian Wood,HOU,68,19,49,30.8,17.9,56.8,30.7,2.3,2.4,1.18,0.315,2.7,2.2,5.2,0.617,0.639,1.0
90,Chuma Okeke,ORL,70,21,49,25.0,8.6,37.2,17.6,1.4,2.18,1.48,0.232,0.4,0.2,1.1,0.793,0.429,0.72
91,Clint Capela,ATL,74,40,34,27.6,11.1,38.8,19.5,0.9,1.35,0.26,0.286,2.9,0.4,9.9,0.338,0.656,0.959
92,Coby White,CHI,61,32,29,27.5,12.7,45.1,19.9,2.8,3.78,3.1,0.281,0.4,0.0,0.3,0.704,0.0,0.556
93,Cody Martin,CHA,70,41,29,26.4,7.6,35.1,19.7,1.4,2.43,1.59,0.217,0.6,0.1,1.7,0.81,0.0,0.526
94,Cody Zeller,POR,27,13,14,13.1,5.2,18.9,10.3,0.5,1.62,0.63,0.275,1.6,0.0,3.4,0.476,2.0,0.75
95,Cole Anthony,ORL,65,18,47,31.7,16.3,76.2,24.8,6.3,4.99,4.41,0.214,0.3,0.0,0.6,0.421,2.0,0.786
96,Collin Sexton,CLE,11,7,4,28.8,16.0,48.5,28.9,3.4,4.21,3.66,0.33,0.6,0.0,1.9,0.857,0.0,1.19
97,Corey Kispert,WAS,77,31,46,23.4,8.2,26.6,18.0,0.7,1.48,0.6,0.309,0.5,0.0,1.4,1.0,0.0,1.01
98,Cory Joseph,DET,65,19,46,24.6,8.0,51.9,21.7,3.8,4.34,4.21,0.154,0.4,0.1,0.7,0.308,0.4,0.652
99,Craig Sword,WAS,3,1,2,6.3,2.0,7.0,5.0,0.2,1.44,0.95,0.286,0.0,0.0,0.0,0.0,0.0,0.0
100,D'Angelo Russell,MIN,65,39,26,31.9,18.1,76.2,32.9,5.4,4.28,3.47,0.237,0.7,0.2,0.6,0.591,0.167,0.872
101,D.J. Augustin,LAL,55,15,40,16.1,5.3,31.1,12.5,2.5,4.82,4.79,0.172,0.1,0.0,0.1,0.857,0.0,0.571
102,D.J. Wilson,TOR,4,2,2,13.5,7.5,24.5,10.3,0.7,1.82,0.73,0.306,1.0,0.3,1.8,1.0,2.0,1.286
103,DaQuan Jeffries,MEM,2,2,0,2.2,0.0,4.0,2.5,0.2,2.38,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Daishen Nix,HOU,24,3,21,10.9,3.2,21.9,8.5,1.6,4.26,3.8,0.147,0.2,0.0,0.5,1.0,0.0,0.417
105,Dakota Mathias,MEM,5,4,1,2.6,0.0,3.2,2.2,0.1,2.41,1.62,0.0,0.0,0.0,0.2,0.0,0.0,0.0
106,Dalano Banton,TOR,64,37,27,10.9,3.2,24.1,10.4,1.5,3.86,2.95,0.133,0.3,0.0,0.9,0.412,0.0,0.667
107,Damian Jones,SAC,55,18,37,18.4,8.3,26.6,16.7,0.7,1.6,0.46,0.311,2.7,0.5,4.1,0.836,0.586,1.075
108,Damian Lillard,POR,29,12,17,36.4,24.0,82.1,33.2,7.2,5.29,4.75,0.292,0.4,0.2,0.7,0.615,0.4,0.842
109,Damion Lee,GSW,62,41,21,19.8,7.3,28.4,19.0,1.0,2.09,1.27,0.258,0.4,0.0,0.8,0.76,0.0,1.096
110,Damyean Dotson,NYK,2,1,1,10.3,2.0,10.5,7.0,0.4,2.2,1.38,0.19,0.0,0.0,0.0,0.0,0.0,0.0
111,Daniel Gafford,WAS,72,30,42,20.1,9.4,31.4,17.5,0.8,1.57,0.32,0.3,2.7,0.5,6.5,0.518,0.692,1.128
112,Daniel Oturu,TOR,3,1,2,9.1,3.0,9.0,5.0,0.3,2.16,0.67,0.333,1.3,0.0,0.7,0.25,0.0,1.0
113,Daniel Theis,BOS,47,20,27,20.8,8.2,29.0,18.0,0.7,1.44,0.32,0.282,1.4,0.3,4.0,0.723,1.083,0.968
114,Danilo Gallinari,ATL,66,35,31,25.3,11.7,39.2,22.1,1.6,2.45,1.09,0.298,0.9,2.2,1.3,0.678,0.767,0.94
115,Danny Green,PHI,62,37,25,21.8,5.9,27.8,14.8,0.7,1.48,0.58,0.212,0.1,0.0,0.6,0.2,0.0,0.657
116,Danuel House Jr.,UTA,42,18,24,17.3,5.9,22.1,11.3,0.8,2.09,1.12,0.267,0.2,0.0,0.6,0.6,0.0,0.769
117,Darius Bazley,OKC,69,19,50,27.9,10.8,43.9,23.1,1.7,2.34,1.42,0.246,1.2,0.1,2.4,0.744,0.667,0.884
118,Darius Garland,CLE,68,37,31,35.7,21.7,85.6,33.5,7.7,5.39,4.96,0.253,0.8,0.0,0.9,0.561,0.0,0.644
119,Darren Collison,LAL,3,1,2,12.4,1.3,15.7,5.3,0.9,3.54,2.93,0.085,0.0,0.0,0.0,0.0,0.0,0.0
120,David Duke Jr.,BKN,22,10,12,15.5,4.7,19.3,10.5,0.8,2.6,1.87,0.245,0.2,0.0,1.8,0.8,0.0,0.949
121,David Johnson,TOR,2,2,0,1.0,0.0,1.5,0.5,0.1,4.48,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,David Nwaba,HOU,46,6,40,13.2,5.1,17.1,8.1,0.6,2.23,1.34,0.296,0.3,0.0,1.3,0.467,0.0,1.0
123,Davion Mitchell,SAC,74,27,47,27.7,11.4,49.6,22.3,3.8,4.64,4.52,0.229,0.1,0.0,0.2,0.222,0.0,0.278
124,Davis Bertans,DAL,56,32,24,14.4,5.6,16.8,10.8,0.4,1.29,0.52,0.332,0.4,0.0,0.6,0.636,0.0,0.636
125,Davon Reed,DEN,48,29,19,13.9,4.4,22.4,10.8,0.8,2.27,1.43,0.194,0.4,0.0,0.6,0.632,0.0,0.667
126,Day'Ron Sharpe,BKN,32,12,20,12.2,6.2,19.0,11.8,0.5,1.49,0.46,0.325,1.4,0.7,5.5,0.273,0.522,0.874
127,De'Aaron Fox,SAC,58,21,37,35.4,23.2,82.8,31.3,6.3,4.57,4.04,0.28,0.4,0.3,0.5,0.864,0.563,0.862
128,De'Andre Hunter,ATL,53,28,25,29.8,13.4,32.5,21.7,1.2,2.21,1.31,0.412,0.8,0.5,1.2,0.875,0.679,1.106
129,De'Anthony Melton,MEM,72,48,24,22.7,10.9,43.1,20.6,2.2,3.05,2.16,0.254,0.5,0.0,1.1,0.743,0.0,0.641
130,DeAndre Jordan,PHI,48,26,22,13.0,4.3,16.6,8.0,0.3,1.24,0.2,0.258,1.1,0.2,4.1,0.192,0.5,0.98
131,DeAndre' Bembry,MIL,56,31,25,18.3,5.1,20.9,10.7,0.7,2.13,1.23,0.243,0.6,0.0,2.0,0.559,0.0,0.752
132,DeJon Jarreau,IND,1,0,1,0.9,0.0,2.0,1.0,0.1,3.86,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,DeMar DeRozan,CHI,76,43,33,36.1,27.9,61.4,33.8,5.5,5.37,4.6,0.454,1.4,1.7,1.2,0.71,0.75,0.852
134,DeMarcus Cousins,DEN,48,33,15,14.9,9.0,31.8,19.5,1.0,1.87,0.64,0.282,2.0,2.0,3.1,0.553,0.589,0.913
135,Dean Wade,CLE,51,27,24,19.2,5.3,25.1,16.2,0.7,1.68,0.46,0.21,0.5,0.0,1.1,0.087,0.0,0.818
136,Deandre Ayton,PHX,58,46,12,29.5,17.2,42.6,23.7,1.1,1.54,0.41,0.404,4.8,2.8,10.9,0.809,0.87,1.107
137,Deividas Sirvydis,DET,3,1,2,8.9,1.0,10.7,6.0,0.3,1.55,0.69,0.094,0.3,0.0,1.0,0.0,0.0,0.0
138,Dejounte Murray,SAS,68,30,38,34.8,21.1,87.5,29.1,7.4,5.06,4.67,0.242,0.6,0.1,1.7,0.476,0.333,0.661
139,Delon Wright,ATL,77,42,35,18.9,4.4,33.4,12.1,2.5,4.56,3.96,0.133,0.1,0.0,0.8,1.182,0.0,0.672
140,Deni Avdija,WAS,82,35,47,24.2,8.4,38.1,18.7,1.6,2.45,1.62,0.219,0.6,0.3,1.4,0.592,0.5,0.929
141,Dennis Schroder,HOU,63,32,31,28.7,13.4,67.1,27.1,5.5,4.89,4.11,0.2,0.2,0.0,0.3,0.333,0.0,0.273
142,Dennis Smith Jr.,POR,37,15,22,17.3,5.6,41.5,14.7,3.4,4.87,4.41,0.134,0.3,0.0,0.6,0.5,0.0,0.75
143,Denzel Valentine,UTA,24,14,10,9.2,2.9,13.8,10.0,0.5,2.11,1.36,0.208,0.1,0.0,0.5,0.667,0.0,0.182
144,Derrick Favors,OKC,39,15,24,16.7,5.3,25.1,17.3,0.5,1.13,0.16,0.211,2.7,0.2,4.2,0.548,0.333,0.742
145,Derrick Jones Jr.,CHI,51,28,23,17.6,5.6,20.6,9.0,0.5,1.41,0.41,0.272,1.0,0.0,2.4,0.679,0.0,0.935
146,Derrick Rose,NYK,26,11,15,24.5,12.0,54.3,22.0,4.2,4.68,4.09,0.22,0.5,0.0,0.7,0.308,0.0,0.526
147,Derrick Walton Jr.,DET,3,1,2,36.1,6.3,78.0,25.7,6.5,4.99,4.63,0.081,1.3,0.0,0.3,0.0,0.0,0.0
148,Derrick White,BOS,75,40,35,29.3,13.2,51.8,26.5,3.4,3.9,3.34,0.256,0.4,0.0,0.7,0.778,0.0,0.82
149,Desmond Bane,MEM,76,53,23,29.8,18.2,57.7,30.2,2.6,2.74,1.75,0.316,0.7,0.0,0.9,0.824,0.0,1.028
